agent,barcode,cell_line,concentration,identifier,plate,role,timepoint,well,full_barcode,short_barcode
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,D23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,E23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,F23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,G23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,H23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,I23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,J23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,K23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,L23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M09,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M10,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M11,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M12,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M13,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M14,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M15,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M16,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M17,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M18,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M19,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M20,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M21,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M22,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,M23,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N02,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N03,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N04,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N05,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N06,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N07,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N08,190412_39I_365,39I_365
DMSO,190412_39I_365,AU565,0,,time0_ctrl,negative_control,0,N09,190412_39I_365,39I_365
